en,fr
"MS: I thought ""Turn the camera off"" meant, ""Let's have an off-the-record conversation."" Turns out it really means, ""We want nothing to do with your movie.""","MS : J'ai pensé que ""arrêtez la caméra"" signifiait ayons une conversation privée. Il s'avère que cela signifie plutôt ""Nous ne voulons rien à voir avec votre film."""
"MS: And just like that, one by one, all of these companies suddenly disappeared.","MS : Et comme ça, une par une, Toutes ces entreprises ont soudainement disparu."
None of them wanted anything to do with this movie. I was amazed. They wanted absolutely nothing to do with this project.,Aucune d'elles ne voulait rien à voir avec ce film. J'étais stupéfait. Ils voulaient absolument ne rien avoir à faire avec ce projet.
"And I was blown away, because I thought the whole concept, the idea of advertising, was to get your product out in front of as many people as possible, to get as many people to see it as possible.","Et j'étais époustouflé, car je pensais que tout le concept, l'idée de la publicité, a été d'amener votre produit devant le plus grand nombre de gens possible, pour que le plus de gens possible le voient."
"Especially in today's world, this intersection of new media and old media and the fractured media landscape, isn't the idea to get that new buzz-worthy delivery vehicle that's going to get that message to the masses?","Surtout dans le monde d'aujourd'hui, cette intersection des nouveaux médias et des anciens médias et le paysage médiatique fracturé, n'est pas l'idée d'obtenir ce nouveau véhicule de livraison qui mérite un buzz qui va faire passer ce message aux masses."
"No, that's what I thought.","Non, c'est ce que je pensais."
"But the problem was, you see, my idea had one fatal flaw, and that flaw was this. Actually no, that was not the flaw whatsoever.","Mais le problème, voyez-vous, mon idée comportait une erreur fatale, et cette erreur était la suivante : En fait non, ce n'était pas du tout l'erreur."
That wouldn't have been a problem at all.,Cela n'aurait pas été un problème.
This would have been fine.,Cela aurait été bien.
But what this image represents was the problem.,Mais ce que cette image représente était le problème.
"See, when you do a Google image search for transparency, this is — - (Laughter) (Applause) This is one of the first images that comes up.","Vous voyez, quand vous cherchez 'transparence' avec Google Images, c'est — - (Rires) (Applaudissements) C'est l'une des premières images qui apparait."
"So I like the way you roll, Sergey Brin.","Donc, j'aime la façon dont vous roulez, Sergey Brin."
"No. (Laughter) This is was the problem: transparency — free from pretense or deceit; easily detected or seen through; readily understood; characterized by visibility or accessibility of information, especially concerning business practices — that last line being probably the biggest problem.","Non (Rires) C'est là le problème : la transparence - sans prétention ni tromperie ; on la détecte facilement ou on voit à travers ; facile à comprendre ; caractérisée par la visibilité ou l'accessibilité de l'information, en particulier en ce qui concerne les pratiques commerciales - cette dernière ligne étant probablement le plus gros problème."
"You see, we hear a lot about transparency these days.","Vous voyez, nous entendons beaucoup parler de transparence de nos jours."
"Our politicians say it, our president says it, even our CEO's say it.","Nos politiciens le disent, notre président le dit, même notre PDG le dit."
"But suddenly when it comes down to becoming a reality, something suddenly changes. But why? Well, transparency is scary — (Roar) like that odd, still-screaming bear. (Laughter) It's unpredictable — (Music) (Laughter) like this odd country road.","Mais tout à coup quand il s'agit d'en faire une réalité, quelque chose change brusquement. Mais pourquoi ? Eh bien, la transparence fait peur - (Rugissement) comme cet étrange ours qui crie encore. (Rires) Elle est imprévisible - (Musique) (Rires) comme cette route de campagne bizarre."
And it's also very risky. (Laughter) What else is risky?,Et c'est aussi très risqué. (Rires) Qu'y a-t-il d'autre est risqué ?
Eating an entire bowl of Cool Whip. (Laughter) That's very risky.,Manger un bol entier de crème fouettée. (Rires) C'est très risqué.
"Now when I started talking to companies and telling them that we wanted to tell this story, and they said, ""No, we want you to tell a story.","Maintenant, quand j'ai commencé à parler à des sociétés et je leur ai dit que nous voulions raconter cette histoire, et ils ont dit : « Non, nous voulons que vous racontiez une histoire."
"We want you to tell a story, but we just want to tell our story. ""See, when I was a kid and my father would catch me in some sort of a lie — and there he is giving me the look he often gave me — he would say,"" Son, there's three sides to every story.","Nous voulons que vous racontiez une histoire, mais nous voulons juste raconter notre histoire. ""Vous voyez, quand j'étais enfant et que mon père m ’ attrapait en train de mentir - il me jetait le regard qu'il m'a souvent jeté — il disait,"" Mon fils, il y a trois côtés à chaque histoire."
"There's your story, there's my story and there's the real story. ""Now you see, with this film, we wanted to tell the real story.","Il y a ton histoire, il y a mon histoire, et il y a la vraie histoire. ""Maintenant vous voyez, avec ce film, nous avons voulu raconter la véritable histoire."
"But with only one company, one agency willing to help me — and that's only because I knew John Bond and Richard Kirshenbaum for years — I realized that I would have to go on my own, I'd have to cut out the middleman and go to the companies myself with all of my team.","Mais avec une seule compagnie, un organisme prêt à m'aider - et c'est seulement parce que je connaissais John Bond et Richard Kirshenbaum depuis des années - j'ai réalisé que je devais me débrouiller seul, je devais éliminer les intermédiaires et aller vers les entreprises moi-même avec tous les membres de mon équipe."
"So what you suddenly started to realize — or what I started to realize — is that when you started having conversations with these companies, the idea of understanding your brand is a universal problem.","Alors, ce que vous avez soudainement commencé à réaliser - ou ce que j'ai commencé à réaliser - c'est que, lorsque vous avez commencé à discuter avec ces entreprises, l'idée de comprendre votre marque est un problème universel."
"(Video) MS: I have friends who make great big, giant Hollywood films, and I have friends who make little independent films like I make.","(Vidéo) MS : J'ai des amis qui font des films Hollywoodiens à très gros budget, et j'ai des amis qui font des petits films indépendants, comme moi."
"And the friends of mine who make big, giant Hollywood movies say the reason their films are so successful is because of the brand partners that they have. And then my friends who make small independent films say, ""Well, how are we supposed to compete with these big, giant Hollywood movies?"" And the movie is called ""The Greatest Movie Ever Sold."" So how specifically will we see Ban in the film?","Et mes amis qui font de gros films à Hollywood disent que la raison du succès de leurs films c'est grâce à leurs partenaires de marques Et puis mes amis qui font des petits films indépendants disent : ""Eh bien, comment sommes-nous censés faire concurrence à ces grands films d'Hollywood ?"" Et le film s'appelle ""Le plus grand film jamais vendu."" Alors, comment allons-nous voir en particulier Ban dans le film ?"
